Set	Gene
n_Ab	ENSG00000183023
n_Ab	ENSG00000138036
n_Ab	ENSG00000119878
n_Ab	ENSG00000180398
n_Ab	ENSG00000143933
n_Ab	ENSG00000095002
Ab	ENSG00000116062
n_Ab	ENSG00000162869
n_Ab	ENSG00000179915
n_Ab	ENSG00000170634
n_Ab	ENSG00000115310
n_Ab	ENSG00000163001
n_Ab	ENSG00000115392
Ab	ENSG00000119866
n_Ab	ENSG00000162929
n_Ab	ENSG00000170264
n_Ab	ENSG00000173163
n_Ab	ENSG00000115504
n_Ab	ENSG00000014641
n_Ab	ENSG00000169764
Ab	ENSG00000115902
n_Ab	ENSG00000011523
n_Ab	ENSG00000197223
n_Ab	ENSG00000221823
n_Ab	ENSG00000169599
n_Ab	ENSG00000075340
n_Ab	ENSG00000003137
Ab	ENSG00000144036
n_Ab	ENSG00000135617
n_Ab	ENSG00000124356
n_Ab	ENSG00000163170
n_Ab	ENSG00000204843
n_Ab	ENSG00000005448
n_Ab	ENSG00000114993
n_Ab	ENSG00000239779
Ab	ENSG00000135622
n_Ab	ENSG00000066032
n_Ab	ENSG00000034510
n_Ab	ENSG00000042493
n_Ab	ENSG00000168906
n_Ab	ENSG00000168894
n_Ab	ENSG00000115525
Ab	ENSG00000132305
n_Ab	ENSG00000068615
Ab	ENSG00000222041
Ab	ENSG00000172086
n_Ab	ENSG00000144029
n_Ab	ENSG00000115041
n_Ab	ENSG00000115042
n_Ab	ENSG00000144021
Ab	ENSG00000114982
n_Ab	ENSG00000168763
n_Ab	ENSG00000075568
n_Ab	ENSG00000183513
n_Ab	ENSG00000115446
Ab	ENSG00000071073
Ab	ENSG00000185414
n_Ab	ENSG00000115514
n_Ab	ENSG00000135945
Ab	ENSG00000144218
n_Ab	ENSG00000158435
n_Ab	ENSG00000198914
Ab	ENSG00000135972
n_Ab	ENSG00000135974
n_Ab	ENSG00000115641
n_Ab	ENSG00000144161
n_Ab	ENSG00000114999
n_Ab	ENSG00000144136
n_Ab	ENSG00000115084
n_Ab	ENSG00000235026
Ab	ENSG00000088205
n_Ab	ENSG00000144120
n_Ab	ENSG00000088179
n_Ab	ENSG00000169967
n_Ab	ENSG00000136720
n_Ab	ENSG00000136699
n_Ab	ENSG00000136718
n_Ab	ENSG00000072135
Ab	ENSG00000178171
Ab	ENSG00000136002
n_Ab	ENSG00000152127
Ab	ENSG00000082258
n_Ab	ENSG00000048991
n_Ab	ENSG00000144224
Ab	ENSG00000076003
n_Ab	ENSG00000076003
Ab	ENSG00000150540
n_Ab	ENSG00000168280
n_Ab	ENSG00000162989
n_Ab	ENSG00000153234
n_Ab	ENSG00000136560
n_Ab	ENSG00000144290
Ab	ENSG00000123607
n_Ab	ENSG00000154479
n_Ab	ENSG00000213160
n_Ab	ENSG00000138382
n_Ab	ENSG00000144357
n_Ab	ENSG00000115806
n_Ab	ENSG00000071967
Ab	ENSG00000077380
Ab	ENSG00000115840
n_Ab	ENSG00000138430
n_Ab	ENSG00000163328
n_Ab	ENSG00000128656
n_Ab	ENSG00000128654
n_Ab	ENSG00000018510
n_Ab	ENSG00000079156
Ab	ENSG00000116095
n_Ab	ENSG00000163510
n_Ab	ENSG00000115252
n_Ab	ENSG00000128699
Ab	ENSG00000198130
Ab	ENSG00000138386
n_Ab	ENSG00000128641
n_Ab	ENSG00000196950
n_Ab	ENSG00000138411
Ab	ENSG00000197121
n_Ab	ENSG00000115540
Ab	ENSG00000115896
n_Ab	ENSG00000119042
n_Ab	ENSG00000178074
n_Ab	ENSG00000013441
n_Ab	ENSG00000155744
Ab	ENSG00000119013
Ab	ENSG00000116030
n_Ab	ENSG00000163596
n_Ab	ENSG00000138443
n_Ab	ENSG00000204186
n_Ab	ENSG00000118246
n_Ab	ENSG00000118263
n_Ab	ENSG00000178385
Ab	ENSG00000144406
n_Ab	ENSG00000178568
n_Ab	ENSG00000260804
n_Ab	ENSG00000127838
Ab	ENSG00000074582
n_Ab	ENSG00000163481
Ab	ENSG00000135929
n_Ab	ENSG00000144567
n_Ab	ENSG00000127824
Ab	ENSG00000135924
Ab	ENSG00000072195
Ab	ENSG00000188760
n_Ab	ENSG00000114923
n_Ab	ENSG00000163082
Ab	ENSG00000135900
n_Ab	ENSG00000135905
n_Ab	ENSG00000168958
Ab	ENSG00000153823
n_Ab	ENSG00000163053
n_Ab	ENSG00000135932
n_Ab	ENSG00000115468
n_Ab	ENSG00000184182
n_Ab	ENSG00000132323
n_Ab	ENSG00000204104
n_Ab	ENSG00000065802
n_Ab	ENSG00000068024
n_Ab	ENSG00000130414
n_Ab	ENSG00000172428
n_Ab	ENSG00000188542
Ab	ENSG00000142327
n_Ab	ENSG00000142330
n_Ab	ENSG00000130294
Ab	ENSG00000115694
Ab	ENSG00000176720
n_Ab	ENSG00000176946
n_Ab	ENSG00000144619
n_Ab	ENSG00000134107
n_Ab	ENSG00000134108
n_Ab	ENSG00000156959
n_Ab	ENSG00000163719
Ab	ENSG00000144550
n_Ab	ENSG00000134072
n_Ab	ENSG00000156990
n_Ab	ENSG00000163703
n_Ab	ENSG00000163704
n_Ab	ENSG00000254999
Ab	ENSG00000157014
n_Ab	ENSG00000157087
n_Ab	ENSG00000157103
n_Ab	ENSG00000197548
n_Ab	ENSG00000157152
Ab	ENSG00000075975
n_Ab	ENSG00000144711
n_Ab	ENSG00000163528
n_Ab	ENSG00000154767
n_Ab	ENSG00000170860
n_Ab	ENSG00000131381
n_Ab	ENSG00000131370
n_Ab	ENSG00000131373
n_Ab	ENSG00000154813
n_Ab	ENSG00000131378
n_Ab	ENSG00000154822
n_Ab	ENSG00000131374
n_Ab	ENSG00000182568
Ab	ENSG00000144566
n_Ab	ENSG00000151789
n_Ab	ENSG00000182247
n_Ab	ENSG00000197885
n_Ab	ENSG00000174738
n_Ab	ENSG00000163513
Ab	ENSG00000144635
n_Ab	ENSG00000170266
n_Ab	ENSG00000153558
Ab	ENSG00000060971
n_Ab	ENSG00000114742
n_Ab	ENSG00000114745
Ab	ENSG00000168329
n_Ab	ENSG00000170011
n_Ab	ENSG00000114784
n_Ab	ENSG00000223797
n_Ab	ENSG00000168036
n_Ab	ENSG00000182606
n_Ab	ENSG00000144647
n_Ab	ENSG00000075914
n_Ab	ENSG00000249992
n_Ab	ENSG00000211456
n_Ab	ENSG00000163818
n_Ab	ENSG00000088727
n_Ab	ENSG00000068745
n_Ab	ENSG00000177479
Ab	ENSG00000178252
n_Ab	ENSG00000114316
n_Ab	ENSG00000145022
n_Ab	ENSG00000164062
n_Ab	ENSG00000164068
n_Ab	ENSG00000176095
Ab	ENSG00000164077
n_Ab	ENSG00000004534
Ab	ENSG00000214706
Ab	ENSG00000114388
n_Ab	ENSG00000088543
n_Ab	ENSG00000088538
n_Ab	ENSG00000145050
Ab	ENSG00000247596
n_Ab	ENSG00000164091
n_Ab	ENSG00000163930
n_Ab	ENSG00000168273
n_Ab	ENSG00000163938
n_Ab	ENSG00000157445
n_Ab	ENSG00000187672
Ab	ENSG00000163946
n_Ab	ENSG00000163947
n_Ab	ENSG00000157500
n_Ab	ENSG00000168374
n_Ab	ENSG00000163681
n_Ab	ENSG00000163686
n_Ab	ENSG00000144724
n_Ab	ENSG00000114405
Ab	ENSG00000163618
n_Ab	ENSG00000163630
n_Ab	ENSG00000163636
Ab	ENSG00000163412
n_Ab	ENSG00000163605
n_Ab	ENSG00000163320
n_Ab	ENSG00000113966
n_Ab	ENSG00000170854
Ab	ENSG00000080819
n_Ab	ENSG00000184220
Ab	ENSG00000168386
n_Ab	ENSG00000036054
Ab	ENSG00000114021
Ab	ENSG00000154174
Ab	ENSG00000114354
n_Ab	ENSG00000182504
n_Ab	ENSG00000144815
n_Ab	ENSG00000242759
n_Ab	ENSG00000196776
n_Ab	ENSG00000144827
n_Ab	ENSG00000144834
n_Ab	ENSG00000091972
n_Ab	ENSG00000144848
Ab	ENSG00000163608
n_Ab	ENSG00000163608
n_Ab	ENSG00000176542
n_Ab	ENSG00000172020
Ab	ENSG00000163428
n_Ab	ENSG00000065518
n_Ab	ENSG00000145087
Ab	ENSG00000173230
Ab	ENSG00000163406
n_Ab	ENSG00000114030
n_Ab	ENSG00000173175
n_Ab	ENSG00000175455
n_Ab	ENSG00000160145
n_Ab	ENSG00000144908
n_Ab	ENSG00000114554
n_Ab	ENSG00000114626
n_Ab	ENSG00000163902
n_Ab	ENSG00000181789
n_Ab	ENSG00000183624
n_Ab	ENSG00000129071
n_Ab	ENSG00000017260
n_Ab	ENSG00000198585
Ab	ENSG00000114686
Ab	ENSG00000196353
n_Ab	ENSG00000091527
Ab	ENSG00000163785
n_Ab	ENSG00000174579
n_Ab	ENSG00000114054
n_Ab	ENSG00000114107
n_Ab	ENSG00000175110
Ab	ENSG00000184432
Ab	ENSG00000114115
n_Ab	ENSG00000158258
n_Ab	ENSG00000114120
Ab	ENSG00000177311
n_Ab	ENSG00000069849
n_Ab	ENSG00000114127
Ab	ENSG00000175040
n_Ab	ENSG00000114698
n_Ab	ENSG00000163754
n_Ab	ENSG00000070087
n_Ab	ENSG00000152601
Ab	ENSG00000114790
n_Ab	ENSG00000178053
Ab	ENSG00000168827
n_Ab	ENSG00000151967
n_Ab	ENSG00000068885
n_Ab	ENSG00000114209
Ab	ENSG00000173905
n_Ab	ENSG00000136603
n_Ab	ENSG00000144959
n_Ab	ENSG00000169760
n_Ab	ENSG00000171109
n_Ab	ENSG00000114450
n_Ab	ENSG00000136522
n_Ab	ENSG00000114416
n_Ab	ENSG00000205981
Ab	ENSG00000078070
Ab	ENSG00000114796
Ab	ENSG00000114770
Ab	ENSG00000161202
n_Ab	ENSG00000161203
n_Ab	ENSG00000161204
n_Ab	ENSG00000145198
Ab	ENSG00000163882
n_Ab	ENSG00000156931
n_Ab	ENSG00000187068
n_Ab	ENSG00000073803
n_Ab	ENSG00000136527
Ab	ENSG00000058866
n_Ab	ENSG00000156976
n_Ab	ENSG00000157005
n_Ab	ENSG00000145012
n_Ab	ENSG00000114279
n_Ab	ENSG00000198836
n_Ab	ENSG00000133657
n_Ab	ENSG00000163960
Ab	ENSG00000119231
Ab	ENSG00000119227
n_Ab	ENSG00000122068
Ab	ENSG00000186001
n_Ab	ENSG00000215375
n_Ab	ENSG00000185619
Ab	ENSG00000127418
n_Ab	ENSG00000090316
n_Ab	ENSG00000163950
n_Ab	ENSG00000185049
Ab	ENSG00000063978
Ab	ENSG00000087274
n_Ab	ENSG00000109736
n_Ab	ENSG00000197386
n_Ab	ENSG00000159788
n_Ab	ENSG00000132406
n_Ab	ENSG00000152969
n_Ab	ENSG00000170846
n_Ab	ENSG00000186222
n_Ab	ENSG00000170871
n_Ab	ENSG00000109519
Ab	ENSG00000184985
n_Ab	ENSG00000163995
n_Ab	ENSG00000157869
n_Ab	ENSG00000169762
n_Ab	ENSG00000169744
n_Ab	ENSG00000118579
n_Ab	ENSG00000185774
n_Ab	ENSG00000181982
n_Ab	ENSG00000250317
n_Ab	ENSG00000169851
n_Ab	ENSG00000154277
n_Ab	ENSG00000109133
n_Ab	ENSG00000014824
n_Ab	ENSG00000163281
n_Ab	ENSG00000163285
n_Ab	ENSG00000260878
n_Ab	ENSG00000109158
Ab	ENSG00000163288
n_Ab	ENSG00000163288
n_Ab	ENSG00000075539
n_Ab	ENSG00000145247
n_Ab	ENSG00000109184
n_Ab	ENSG00000072201
n_Ab	ENSG00000134852
Ab	ENSG00000128050
n_Ab	ENSG00000047315
Ab	ENSG00000033178
Ab	ENSG00000156136
n_Ab	ENSG00000169116
n_Ab	ENSG00000138757
n_Ab	ENSG00000138768
n_Ab	ENSG00000138764
Ab	ENSG00000138767
n_Ab	ENSG00000138767
n_Ab	ENSG00000169288
n_Ab	ENSG00000249242
n_Ab	ENSG00000251022
n_Ab	ENSG00000138663
Ab	ENSG00000163319
n_Ab	ENSG00000163624
Ab	ENSG00000180769
Ab	ENSG00000109339
Ab	ENSG00000145332
Ab	ENSG00000198189
n_Ab	ENSG00000170502
n_Ab	ENSG00000177432
n_Ab	ENSG00000163104
n_Ab	ENSG00000164031
n_Ab	ENSG00000138814
n_Ab	ENSG00000254531
n_Ab	ENSG00000138796
n_Ab	ENSG00000198856
n_Ab	ENSG00000138802
Ab	ENSG00000138660
n_Ab	ENSG00000145362
n_Ab	ENSG00000145349
n_Ab	ENSG00000164112
n_Ab	ENSG00000138686
n_Ab	ENSG00000138688
n_Ab	ENSG00000164066
n_Ab	ENSG00000164070
Ab	ENSG00000138709
n_Ab	ENSG00000164040
Ab	ENSG00000138650
n_Ab	ENSG00000164134
n_Ab	ENSG00000145391
n_Ab	ENSG00000153130
n_Ab	ENSG00000109436
n_Ab	ENSG00000170153
Ab	ENSG00000170185
Ab	ENSG00000109458
n_Ab	ENSG00000164164
n_Ab	ENSG00000170365
Ab	ENSG00000071205
n_Ab	ENSG00000151623
n_Ab	ENSG00000170390
n_Ab	ENSG00000109654
n_Ab	ENSG00000164116
n_Ab	ENSG00000061918
Ab	ENSG00000109738
Ab	ENSG00000164125
n_Ab	ENSG00000109756
n_Ab	ENSG00000168843
n_Ab	ENSG00000154447
n_Ab	ENSG00000137601
n_Ab	ENSG00000056050
Ab	ENSG00000198948
Ab	ENSG00000164104
n_Ab	ENSG00000164105
n_Ab	ENSG00000218336
Ab	ENSG00000109775
n_Ab	ENSG00000164366
n_Ab	ENSG00000225138
n_Ab	ENSG00000028310
n_Ab	ENSG00000049656
n_Ab	ENSG00000133398
n_Ab	ENSG00000215218
n_Ab	ENSG00000112941
n_Ab	ENSG00000112902
n_Ab	ENSG00000150753
n_Ab	ENSG00000145495
n_Ab	ENSG00000038382
Ab	ENSG00000248455
n_Ab	ENSG00000248455
n_Ab	ENSG00000113361
n_Ab	ENSG00000113360
n_Ab	ENSG00000133401
n_Ab	ENSG00000150712
n_Ab	ENSG00000056097
n_Ab	ENSG00000242110
n_Ab	ENSG00000285967
n_Ab	ENSG00000164190
n_Ab	ENSG00000082068
n_Ab	ENSG00000164327
n_Ab	ENSG00000082074
n_Ab	ENSG00000113638
n_Ab	ENSG00000083720
n_Ab	ENSG00000250722
n_Ab	ENSG00000112992
n_Ab	ENSG00000112996
Ab	ENSG00000151883
n_Ab	ENSG00000164172
Ab	ENSG00000039123
n_Ab	ENSG00000067113
n_Ab	ENSG00000113448
n_Ab	ENSG00000152931
n_Ab	ENSG00000086189
n_Ab	ENSG00000086200
n_Ab	ENSG00000153006
n_Ab	ENSG00000134056
n_Ab	ENSG00000273841
Ab	ENSG00000249437
n_Ab	ENSG00000131711
n_Ab	ENSG00000083312
n_Ab	ENSG00000145741
n_Ab	ENSG00000171617
n_Ab	ENSG00000049860
Ab	ENSG00000164347
n_Ab	ENSG00000113163
Ab	ENSG00000164253
n_Ab	ENSG00000152409
n_Ab	ENSG00000152413
Ab	ENSG00000177034
n_Ab	ENSG00000249042
n_Ab	ENSG00000113319
n_Ab	ENSG00000174695
n_Ab	ENSG00000145715
n_Ab	ENSG00000134480
n_Ab	ENSG00000081189
n_Ab	ENSG00000113369
n_Ab	ENSG00000237187
n_Ab	ENSG00000133302
n_Ab	ENSG00000175471
n_Ab	ENSG00000198677
n_Ab	ENSG00000118985
n_Ab	ENSG00000175426
n_Ab	ENSG00000174136
n_Ab	ENSG00000145725
Ab	ENSG00000151422
n_Ab	ENSG00000198961
n_Ab	ENSG00000112893
n_Ab	ENSG00000186952
n_Ab	ENSG00000134986
Ab	ENSG00000153037
n_Ab	ENSG00000129625
n_Ab	ENSG00000172795
n_Ab	ENSG00000152503
Ab	ENSG00000164221
Ab	ENSG00000177879
Ab	ENSG00000172869
n_Ab	ENSG00000133835
Ab	ENSG00000151304
n_Ab	ENSG00000164241
n_Ab	ENSG00000245937
n_Ab	ENSG00000064651
n_Ab	ENSG00000169567
n_Ab	ENSG00000186687
n_Ab	ENSG00000131435
n_Ab	ENSG00000170606
Ab	ENSG00000113583
n_Ab	ENSG00000113558
n_Ab	ENSG00000237190
n_Ab	ENSG00000043143
n_Ab	ENSG00000152700
n_Ab	ENSG00000145833
n_Ab	ENSG00000113648
Ab	ENSG00000113658
n_Ab	ENSG00000177733
n_Ab	ENSG00000112981
n_Ab	ENSG00000094880
Ab	ENSG00000146006
Ab	ENSG00000120725
n_Ab	ENSG00000171604
n_Ab	ENSG00000182700
n_Ab	ENSG00000213523
Ab	ENSG00000171720
n_Ab	ENSG00000164620
n_Ab	ENSG00000113552
n_Ab	ENSG00000131507
n_Ab	ENSG00000113580
n_Ab	ENSG00000133706
n_Ab	ENSG00000091009
n_Ab	ENSG00000113657
n_Ab	ENSG00000176049
n_Ab	ENSG00000164284
n_Ab	ENSG00000145882
n_Ab	ENSG00000113712
n_Ab	ENSG00000113721
n_Ab	ENSG00000011083
n_Ab	ENSG00000070808
n_Ab	ENSG00000171992
n_Ab	ENSG00000196743
n_Ab	ENSG00000177556
n_Ab	ENSG00000155511
n_Ab	ENSG00000155868
Ab	ENSG00000113282
n_Ab	ENSG00000038274
n_Ab	ENSG00000145934
Ab	ENSG00000113645
Ab	ENSG00000113643
n_Ab	ENSG00000120137
n_Ab	ENSG00000072803
n_Ab	ENSG00000113719
n_Ab	ENSG00000113732
n_Ab	ENSG00000170091
n_Ab	ENSG00000113749
n_Ab	ENSG00000051596
n_Ab	ENSG00000146066
n_Ab	ENSG00000175416
Ab	ENSG00000146083
n_Ab	ENSG00000169258
n_Ab	ENSG00000074317
n_Ab	ENSG00000048140
n_Ab	ENSG00000113763
n_Ab	ENSG00000169230
n_Ab	ENSG00000169220
Ab	ENSG00000131187
n_Ab	ENSG00000113758
Ab	ENSG00000146067
n_Ab	ENSG00000027847
n_Ab	ENSG00000145916
Ab	ENSG00000161013
n_Ab	ENSG00000197226
n_Ab	ENSG00000050748
n_Ab	ENSG00000113300
Ab	ENSG00000146063
n_Ab	ENSG00000248275
n_Ab	ENSG00000112679
n_Ab	ENSG00000112685
n_Ab	ENSG00000137267
n_Ab	ENSG00000137285
Ab	ENSG00000112739
n_Ab	ENSG00000198721
Ab	ENSG00000124785
Ab	ENSG00000124783
n_Ab	ENSG00000124784
n_Ab	ENSG00000124802
n_Ab	ENSG00000224531
n_Ab	ENSG00000145990
Ab	ENSG00000124523
n_Ab	ENSG00000050393
n_Ab	ENSG00000008083
n_Ab	ENSG00000047579
n_Ab	ENSG00000112186
