Set	Gene
pT	ENSG00000148180
pT	ENSG00000054803
pT	ENSG00000128656
pT	ENSG00000170540
pT	ENSG00000175899
pT	ENSG00000164830
pT	ENSG00000173660
pT	ENSG00000143153
pT	ENSG00000122733
pT	ENSG00000109339
pT	ENSG00000150394
pT	ENSG00000163170
pT	ENSG00000118785
pT	ENSG00000166411
pT	ENSG00000117632
pT	ENSG00000101222
pT	ENSG00000221890
pT	ENSG00000196950
pT	ENSG00000145349
pT	ENSG00000197444
pT	ENSG00000099194
pT	ENSG00000173372
pT	ENSG00000117069
pT	ENSG00000067715
pT	ENSG00000148175
pT	ENSG00000143198
pT	ENSG00000114353
pT	ENSG00000081189
pT	ENSG00000003137
pT	ENSG00000115355
pT	ENSG00000178233
pT	ENSG00000164292
pT	ENSG00000184007
pT	ENSG00000149269
pT	ENSG00000144331
pT	ENSG00000198846
pT	ENSG00000156076
pT	ENSG00000022355
pT	ENSG00000142089
pT	ENSG00000123416
pT	ENSG00000168309
