"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","in_rows","in_rows_top20","results"
"2067",468,"pairwise","pTpos-Abpos","MMP23B",3.60382535008472,0.000928090019249206,0.0413751446158644,49,"ENSG00000189409","c(20435; 34558; 56420; 62989; 84927; 120544; 142024; 164695; 182664; 208635; 229519; 246681; 267858; 280448; 312793; 332739; 345921; 366594; 396457; 416607; 429659; 450388; 463037; 480721; 501528; 523117; 543757; 571433; 587130; 610929; 626726; 647610; 672216; 692807; 721985; 731408; 753230; 781816; 802911; 814816; 836434; 865150; 886189; 915308; 939392; 960353; 980532; 1001660; 1015752; 1023906)","integer(0)","character(0)"
"2068",469,"pairwise","pTpos-Abpos","ESRRG",3.60229833171138,0.000932113025792614,0.0413751446158644,1837,"ENSG00000196482","c(17836; 39703; 53645; 64667; 94217; 104565; 145441; 154784; 179729; 208298; 225357; 250554; 257115; 289536; 312792; 329209; 354992; 360818; 395055; 407744; 438424; 440770; 461329; 499671; 501530; 542907; 546114; 563892; 597041; 613864; 627063; 651772; 668343; 703550; 712897; 731409; 756760; 772745; 808687; 816218; 845297; 856385; 895807; 917016; 920442; 960351; 960742; 999303; 1023293; 1023604)","integer(0)","character(0)"
"2069",470,"pairwise","pTpos-Abpos","SLC1A4",3.60194450510779,0.000933047596524213,0.0413751446158644,2484,"ENSG00000115902","c(3761; 41124; 57219; 65593; 87769; 124940; 127441; 146768; 169610; 201723; 216184; 230077; 260386; 289774; 312791; 333486; 338929; 375535; 394884; 414250; 419820; 457501; 465288; 480668; 509838; 522590; 553096; 584503; 605057; 623983; 633638; 660945; 688820; 700279; 712659; 731410; 752483; 788808; 793970; 816389; 838791; 874989; 879076; 913057; 939445; 952043; 981059; 992321; 1002682; 1023683)","integer(0)","character(0)"
"2070",471,"pairwise","pTpos-Abpos","C8orf34-AS1",3.60190958784339,0.000933139873303589,0.0413751446158644,8878,"ENSG00000248801","c(18658; 30619; 52532; 62846; 101639; 117078; 138358; 163028; 180923; 208634; 221846; 242784; 266203; 279292; 312790; 317210; 341952; 362006; 396454; 403323; 427837; 448612; 459646; 480725; 501531; 534613; 557728; 575532; 588797; 612670; 626727; 655283; 676113; 694462; 723079; 731411; 768759; 785785; 807499; 814819; 849718; 866972; 887965; 918699; 939388; 960350; 969036; 987671; 1011653; 1024570)","integer(0)","character(0)"
"2071",472,"pairwise","pTpos-Abpos","SDR16C5",3.60052763132943,0.000936799080923108,0.0414493898432165,8808,"ENSG00000170786","c(20855; 38508; 51545; 63479; 83698; 113298; 142600; 159526; 186882; 208633; 229710; 249231; 269232; 289242; 312789; 334081; 350269; 368683; 395218; 417300; 430876; 442617; 472123; 481772; 501786; 522648; 543104; 568201; 592299; 606711; 626728; 647419; 669666; 691433; 713191; 731412; 751888; 777468; 800822; 816055; 835741; 863933; 893960; 906222; 938341; 960095; 981001; 1002313; 1018984; 1023559)","integer(0)","next_pTpos-none_top15"
"2072",473,"pairwise","pTpos-Abpos","KCNK4",3.5951897219643,0.00095106340235574,0.0417329550348616,11472,"ENSG00000182450","c(4049; 40658; 53784; 65159; 84797; 119011; 145854; 146977; 171127; 202791; 225305; 232473; 250994; 290325; 312788; 333990; 350608; 364924; 394340; 416311; 423737; 440190; 469872; 481974; 501533; 523210; 543088; 566834; 604848; 622466; 632570; 651824; 686424; 709671; 712108; 731413; 751979; 777129; 804581; 816933; 836730; 871072; 896387; 908473; 938139; 960348; 980439; 1002329; 1020351; 1023654)","integer(0)","character(0)"
"2073",474,"pairwise","pTpos-Abpos","SCARA5",3.59478600630517,0.000952150714827037,0.0417329550348616,8661,"ENSG00000168079","c(5865; 35222; 48710; 62978; 103916; 121015; 142557; 151329; 174740; 206845; 210277; 233415; 253969; 287421; 312787; 316428; 340867; 361100; 395934; 398616; 421910; 442299; 459647; 480731; 501534; 533787; 558897; 576462; 600496; 618853; 628516; 666852; 685482; 706696; 715012; 731414; 769541; 786870; 808405; 815339; 854425; 872899; 894278; 918698; 939382; 960347; 969862; 986520; 1010723; 1024442)","integer(0)","character(0)"
"2074",475,"pairwise","pTpos-Abpos","YAE1",3.59436333666559,0.000953290359432565,0.0417329550348616,7810,"ENSG00000241127","c(7101; 39843; 47765; 64439; 85872; 124817; 142300; 148684; 176422; 205885; 225427; 230773; 254728; 290824; 312786; 333379; 338216; 369838; 393694; 412128; 418548; 441771; 464890; 480511; 502002; 522441; 544603; 581482; 603141; 617171; 629476; 651702; 688124; 705937; 711609; 731415; 752590; 789521; 799667; 817579; 840913; 876261; 894806; 913455; 939602; 959879; 981208; 1000814; 1005703; 1024105)","integer(0)","character(0)"
"2075",476,"pairwise","pTpos-Abpos","UBR3",3.59423512369353,0.000953636320078534,0.0417329550348616,3043,"ENSG00000144357","c(6142; 41504; 60160; 65742; 91415; 108279; 128465; 147105; 169889; 203310; 215624; 239606; 260800; 288958; 312785; 332902; 354099; 375413; 395353; 413469; 436079; 457549; 463370; 487901; 508926; 532460; 553822; 578465; 604720; 623704; 632051; 661505; 679291; 699865; 713475; 731416; 753067; 773638; 794092; 815920; 839572; 858730; 879028; 914975; 932212; 952955; 971189; 991595; 1008720; 1024809)","integer(0)","character(0)"
"2076",477,"pairwise","pTpos-Abpos","SAMD14",3.59303401218112,0.000956883196391922,0.0417329550348616,16777,"ENSG00000167100","c(1699; 41606; 61325; 68279; 92444; 109006; 128064; 146281; 167411; 196315; 211197; 234653; 257005; 288592; 312784; 333155; 354199; 375659; 395529; 414556; 436505; 458559; 464088; 488296; 511109; 532213; 560713; 579308; 605544; 626182; 639046; 665932; 684244; 703660; 713841; 731417; 752814; 773538; 793846; 815744; 838485; 858304; 878018; 914257; 931817; 950772; 971436; 984704; 1007877; 1023838)","integer(0)","character(0)"
"2077",478,"pairwise","pTpos-Abpos","AC016727.1",3.59246063240206,0.000958436927130222,0.0417329550348616,2461,"ENSG00000270820","c(2800; 34941; 56743; 62998; 103823; 120807; 142335; 148692; 169273; 205883; 209243; 231448; 251995; 279172; 312783; 321293; 346646; 366532; 396448; 404943; 430332; 450346; 459648; 480733; 501535; 538763; 557600; 570556; 603133; 624320; 629478; 667886; 687449; 708670; 722959; 731418; 764676; 781091; 802973; 814825; 848098; 864477; 886231; 918697; 939380; 960346; 964886; 987817; 1016629; 1023929)","integer(0)","character(0)"
"2078",479,"pairwise","pTpos-Abpos","YDJC",3.59208044795914,0.000959468482374171,0.0417329550348616,19810,"ENSG00000161179","c(3104; 40934; 62349; 65275; 89808; 109668; 129096; 146735; 167355; 201402; 213829; 235426; 257448; 277099; 312782; 332863; 353012; 374903; 396619; 416945; 437082; 458919; 463310; 485344; 507039; 530390; 552480; 579068; 605090; 626238; 633959; 663300; 683471; 703217; 725334; 731419; 753106; 774725; 794602; 814654; 836096; 857727; 877658; 915035; 934769; 954842; 973259; 992937; 1008117; 1023787)","integer(0)","character(0)"
"2079",480,"pairwise","pTpos-Abpos","KISS1R",3.5896289070507,0.00096614599997739,0.0417329550348616,17628,"ENSG00000116014","c(15063; 32961; 47617; 62891; 103130; 119262; 140648; 158004; 185259; 208508; 215276; 239462; 260607; 287340; 312781; 316340; 340505; 360890; 395940; 398644; 421964; 442364; 459649; 480734; 501537; 533668; 558895; 576707; 593821; 608334; 626853; 661853; 679435; 700058; 715093; 731420; 769629; 787232; 808615; 815333; 854397; 872845; 894213; 918696; 939379; 960344; 969981; 986522; 1010478; 1024735)","integer(0)","character(0)"
"2080",481,"pairwise","pTpos-Abpos","CSTF3",3.58953577148474,0.00096640056423053,0.0417329550348616,11227,"ENSG00000176102","c(3823; 41203; 62500; 66900; 85118; 107577; 134530; 146607; 167239; 200451; 224437; 238639; 254413; 276818; 312780; 334040; 354460; 373803; 396644; 417641; 438243; 458165; 471011; 489127; 505164; 528550; 544986; 567131; 605218; 626354; 634910; 652692; 680258; 706252; 725615; 731421; 751929; 773277; 795702; 814629; 835400; 856566; 878412; 907334; 930986; 956717; 975099; 1000431; 1020054; 1023472)","integer(0)","character(0)"
"2081",482,"pairwise","pTpos-Abpos","NXF1",3.58785646732642,0.000971001656194651,0.0417329550348616,11434,"ENSG00000162231","c(5470; 41727; 42928; 67714; 94420; 112497; 139497; 146668; 179510; 200789; 213049; 236801; 255285; 292363; 312779; 332679; 353757; 374140; 384552; 398400; 420910; 440066; 463019; 486982; 505624; 532071; 551341; 568744; 605157; 614083; 634572; 664080; 682096; 705380; 710070; 731422; 753290; 773980; 795365; 826721; 854641; 873899; 896511; 915326; 933131; 956257; 971578; 994076; 1018441; 1025413)","integer(0)","next_Abpos-Abpos_top14"
"2082",483,"pairwise","pTpos-Abpos","TRPM3",3.58700072963537,0.000973354388627663,0.0417329550348616,9577,"ENSG00000083067","c(374; 41451; 61546; 68541; 86689; 112635; 139914; 146215; 167131; 190952; 212040; 231081; 251048; 287326; 312778; 333947; 353460; 373538; 395939; 417238; 435930; 455503; 469371; 486124; 504886; 526878; 545474; 568535; 605610; 626462; 644409; 665089; 687816; 709617; 715107; 731423; 752022; 774277; 795967; 815334; 835803; 858879; 881074; 908974; 933989; 956995; 976771; 999943; 1018650; 1023475)","integer(0)","character(0)"
"2083",484,"pairwise","pTpos-Abpos","MAD2L1",3.58667664331374,0.000974246852818223,0.0417329550348616,5226,"ENSG00000164109","c(9085; 38393; 54465; 63205; 85112; 124527; 142250; 151330; 175330; 206837; 227270; 231644; 256036; 287972; 312777; 333389; 337893; 368744; 395745; 415565; 419854; 443789; 464981; 480489; 501805; 522393; 543844; 580993; 600495; 618263; 628524; 649859; 687253; 704629; 714461; 731424; 752580; 789844; 800761; 815528; 837476; 874955; 892788; 913364; 939624; 960076; 981256; 1001573; 1006192; 1023936)","integer(0)","character(0)"
"2084",485,"pairwise","pTpos-Abpos","ZNF330",3.58470906060717,0.000979682106052282,0.0417329550348616,5291,"ENSG00000109445","c(15162; 40899; 60601; 64902; 86533; 105422; 137163; 152236; 175061; 206982; 227851; 249874; 261876; 286693; 312776; 333537; 354807; 372860; 396056; 416673; 438182; 455031; 465651; 492101; 503245; 539966; 546647; 565219; 599589; 618532; 628379; 649278; 669023; 698789; 715740; 731425; 752432; 772930; 796645; 815217; 836368; 856627; 881546; 912694; 928012; 958636; 963683; 998770; 1021966; 1024016)","integer(0)","character(0)"
"2085",486,"pairwise","pTpos-Abpos","SLC4A1AP",3.58377706159664,0.000982266849989454,0.0417329550348616,2295,"ENSG00000163798","c(3034; 41745; 54612; 69977; 94516; 108560; 127767; 146323; 170448; 196894; 211414; 236949; 259323; 292067; 312775; 333071; 354623; 375789; 389932; 407635; 433880; 456103; 463914; 490288; 512904; 539829; 561798; 579168; 605502; 623145; 638467; 665715; 681948; 701342; 710366; 731426; 752898; 773114; 793716; 821341; 845406; 860929; 880474; 914431; 929825; 948977; 963820; 983619; 1008017; 1024436)","integer(0)","character(0)"
"2086",487,"pairwise","pTpos-Abpos","SOX7",3.58187528020984,0.000987561526520271,0.0417329550348616,8533,"ENSG00000171056","c(3361; 34751; 56582; 62990; 103767; 120671; 142172; 149179; 169733; 206190; 209345; 231769; 252322; 279287; 312774; 315933; 339292; 361096; 396442; 400086; 424047; 445293; 459651; 480737; 501540; 533673; 559311; 577860; 602646; 623860; 629171; 667784; 687128; 708343; 723074; 731427; 770036; 788445; 808409; 814831; 852955; 870762; 891284; 918694; 939376; 960341; 969976; 986106; 1009325; 1023904)","integer(0)","character(0)"
"2087",488,"pairwise","pTpos-Abpos","AC092125.2",3.58170942326426,0.000988024584127541,0.0417329550348616,15673,"ENSG00000286653","c(18633; 30562; 52476; 62849; 101595; 117025; 138280; 163866; 182613; 208632; 221912; 243338; 266552; 280962; 312773; 317133; 342039; 362026; 396441; 402919; 427787; 448127; 459652; 480738; 501541; 535166; 557998; 575249; 587959; 610980; 626729; 655217; 675559; 694122; 721471; 731428; 768851; 785698; 807479; 814832; 850122; 867022; 888450; 918693; 939375; 960340; 968483; 987419; 1011936; 1024649)","integer(0)","character(0)"
"2088",489,"pairwise","pTpos-Abpos","SDF2L1",3.58118586578879,0.000989487682400117,0.0417329550348616,19813,"ENSG00000128228","c(20454; 39508; 43799; 63181; 90080; 107978; 143956; 157577; 187081; 208487; 228002; 249503; 261768; 291477; 312772; 330782; 352880; 368400; 391204; 405968; 431012; 439844; 461770; 485181; 501753; 532196; 546263; 565897; 594248; 606512; 626874; 649127; 669394; 698897; 710956; 731429; 755187; 774857; 801105; 820069; 847073; 863797; 896733; 916575; 934932; 960128; 971453; 999154; 1021288; 1025136)","integer(0)","character(0)"
"2089",490,"pairwise","pTpos-Abpos","ZNF793",3.5779501377521,0.000998576459880504,0.0417329550348616,18328,"ENSG00000188227","c(7878; 40262; 42911; 64784; 86080; 124382; 145688; 148563; 185400; 205713; 225672; 231356; 251922; 292274; 312771; 333532; 341124; 361306; 387510; 406884; 417771; 438649; 465692; 480740; 501542; 522602; 543338; 576405; 603262; 608193; 629648; 651457; 687541; 708743; 710159; 731430; 752437; 786613; 808199; 823763; 846157; 877038; 897928; 912653; 939373; 960339; 981047; 1002079; 1010780; 1023762)","integer(0)","character(0)"
"2090",491,"pairwise","pTpos-Abpos","MRPS25",3.57737681470398,0.00100019522354825,0.0417329550348616,3595,"ENSG00000131368","c(2962; 40236; 62552; 65062; 86531; 109810; 133920; 146836; 167182; 201932; 216610; 234953; 254345; 274832; 312770; 333499; 352521; 373061; 396709; 417582; 437551; 458472; 465545; 484665; 503433; 527615; 547035; 569458; 604989; 626411; 633429; 660519; 683944; 706320; 727601; 731431; 752470; 775216; 796444; 814564; 835459; 857258; 878105; 912800; 935448; 958448; 976034; 998382; 1017727; 1023541)","integer(0)","character(0)"
"2091",492,"pairwise","pTpos-Abpos","RILPL2",3.57497797930837,0.00100699574012412,0.0417329550348616,13090,"ENSG00000150977","c(20432; 40853; 55667; 65396; 84161; 105952; 143441; 155650; 185424; 208356; 229617; 250162; 261980; 290006; 312769; 334095; 354717; 370409; 394613; 417227; 436909; 443536; 472721; 491118; 502166; 528826; 543212; 564679; 596175; 608169; 627005; 647512; 668735; 698685; 712427; 731432; 751874; 773020; 799096; 816660; 835814; 857900; 893041; 905624; 928995; 959715; 974823; 1002205; 1022506; 1023700)","integer(0)","character(0)"
"2092",493,"pairwise","pTpos-Abpos","APH1B",3.57491277489784,0.00100718121018672,0.0417329550348616,14644,"ENSG00000138613","c(3151; 40883; 42466; 65341; 97898; 120376; 145931; 146752; 179634; 201362; 210702; 231674; 250879; 292362; 312768; 329216; 350289; 364980; 384727; 397496; 417967; 438574; 461358; 481851; 501544; 530271; 546104; 567073; 605073; 613959; 633999; 666427; 687223; 709786; 710071; 731433; 756753; 777448; 804525; 826546; 855545; 876842; 898003; 916987; 938262; 960337; 973378; 999313; 1020112; 1023777)","integer(0)","c(""next_Abpos-next_both_top10""; ""next_Abpos-Abpos_top15"")"
"2093",494,"pairwise","pTpos-Abpos","PCNX2",3.57300615391625,0.00101261905426288,0.0417329550348616,1964,"ENSG00000135749","c(11068; 41527; 60887; 66824; 93101; 105242; 127232; 148436; 172599; 205586; 223112; 249669; 269542; 288533; 312767; 332653; 354933; 375710; 395510; 413396; 438295; 458826; 463045; 494501; 511757; 541967; 561743; 567630; 603389; 620994; 629775; 654017; 669228; 691123; 713900; 731434; 753316; 772804; 793795; 815763; 839645; 856514; 877751; 915300; 925612; 950124; 961682; 983674; 1019555; 1023802)","integer(0)","character(0)"
"2094",495,"pairwise","pTpos-Abpos","LRRC20",3.57257834211792,0.00101384308923362,0.0417329550348616,10471,"ENSG00000172731","c(4578; 40404; 61238; 65048; 84493; 120854; 140310; 147215; 168097; 203513; 226256; 232059; 253783; 284907; 312766; 334026; 349535; 371504; 396327; 417571; 432873; 454868; 470714; 481524; 502542; 522726; 543672; 579062; 604610; 625496; 631848; 650873; 686838; 706882; 717526; 731435; 751943; 778202; 798001; 814946; 835470; 861936; 881709; 907631; 938589; 959339; 980923; 1001745; 1008123; 1023649)","integer(0)","character(0)"
"2095",496,"pairwise","pTpos-Abpos","STIL",3.57249745811007,0.00101407467091598,0.0417329550348616,652,"ENSG00000123473","c(12097; 41607; 59262; 66850; 90101; 106437; 126833; 148866; 175357; 205957; 225637; 249091; 270124; 290079; 312765; 333392; 354771; 375779; 394527; 413556; 437100; 458413; 465086; 491771; 512773; 540061; 561096; 570287; 602959; 618236; 629404; 651492; 669806; 690541; 712354; 731436; 752577; 772966; 793726; 816746; 839485; 857709; 878164; 913259; 928342; 949108; 963588; 984321; 1016898; 1024709)","integer(0)","character(0)"
"2096",497,"pairwise","pTpos-Abpos","ZNF84",3.5704268287152,0.00102002053923034,0.0417329550348616,13185,"ENSG00000198040","c(1525; 41111; 60818; 65675; 89004; 109112; 142328; 146409; 167472; 198146; 212495; 234286; 251382; 287020; 312764; 333180; 353491; 371533; 395980; 415671; 436099; 453358; 464314; 486290; 502551; 530556; 546277; 567001; 605416; 626121; 637215; 664634; 684611; 709283; 715413; 731437; 752789; 774246; 797972; 815293; 837370; 858710; 883219; 914031; 933823; 959330; 973093; 999140; 1020184; 1023870)","integer(0)","character(0)"
"2097",498,"pairwise","pTpos-Abpos","SRP19",3.57024717299636,0.00102053800590349,0.0417329550348616,5971,"ENSG00000153037","c(1455; 41698; 61066; 69857; 92806; 108293; 127971; 146242; 167387; 191885; 210841; 235106; 256633; 289493; 312763; 333315; 354608; 375745; 394975; 414034; 436804; 458499; 464781; 490250; 512226; 539332; 560926; 578829; 605583; 626206; 643476; 666288; 683791; 704032; 712940; 731438; 752654; 773129; 793760; 816298; 839007; 858005; 878078; 913564; 929863; 949655; 964317; 984491; 1008356; 1023725)","integer(0)","character(0)"
"2098",499,"pairwise","pTpos-Abpos","FAM177A1",3.56910943742102,0.00102382092942194,0.0417329550348616,13786,"ENSG00000151327","c(2360; 41731; 56979; 69536; 87551; 112072; 133382; 146296; 169049; 196433; 214820; 234595; 254639; 291387; 312762; 333951; 354112; 375305; 391415; 414049; 433511; 453986; 469541; 488115; 508358; 528694; 548775; 570017; 605529; 624544; 638928; 662309; 684302; 706026; 711046; 731439; 752018; 773625; 794200; 819858; 838992; 861298; 882591; 908804; 931998; 953523; 974955; 996642; 1017168; 1024120)","integer(0)","character(0)"
